title,company,location,contract,work_type,posted_relative,raw_content,detail_link
Technicien de mélange,Progress RH,Tunis,CDI,Temps-plein,Il y a 5 heures,"Notre client, un acteur international de référence dans son secteur d’activités, souhaite renforcer ses équipes en recrutant Un Technicien de mélange (Poste basé à la banlieue sud) Missions : Exploiter et surveiller les équipements de mélange pour la production de détergents liquides. Peser, mesurer et charger les matières premières conformément aux fiches de lots. Effectuer les contrôles en cours de fabrication (température, pH, viscosité) et ajuster si nécessaire. Documenter avec précision les lots de production. Maintenir la propreté et l’hygiène des cuves et des zones de travail. Respecter strictement les procédures de sécurité, de qualité et d’hygiène. Exigences de l'emploi Profil : Formation : niveau Bac +3 en chimie, Biochimie, procédés industries de process... Expérience : 1 à 3 ans dans la fabrication de produits chimiques, cosmétiques ou détergents. Connaissance des règles de sécurité et de manipulation de produits chimiques. Rigueur, souci du détail et capacité à suivre scrupuleusement les instructions. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn225e9fdc96bd7c0db500963354b81f0e
Expert AutoCAD,Trip Contact,Tunis,CDI,Temps-plein,Il y a 5 heures,"Nous recherchons un(e) Expert(e) AutoCAD pour rejoindre notre équipe et contribuer à la conception et la réalisation de plans techniques pour nos projets. Missions principales Réalisation et modification de plans sur AutoCAD (2D/3D) Interprétation de plans, croquis, cahiers des charges et relevés sur site Respect des normes techniques et des délais Participation à la coordination technique avec l’équipe projet Profil recherché Maîtrise professionnelle du logiciel AutoCAD Excellente maîtrise de la langue française (oral & écrit) Expérience en dessin technique / architecture / génie civil / électricité / mécanique (à préciser selon votre domaine) Sens du détail, rigueur et autonomie Capacité à travailler en équipe Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnc1e46193f517f07819df60cbd3057602
Assistant / aide soignant vétérinaire,VEt's & Co,Tunis,CDI,Temps-plein,Il y a 5 heures,"1. Accueil et assistance administrative Accueillir les clients et leurs animaux. Gérer les rendez-vous, les dossiers et le standard téléphonique. Assurer le suivi des carnets de vaccination et des fiches patients. 2. Assistance médicale et soins Assister le vétérinaire lors des consultations et interventions. Réaliser les premiers soins : nettoyage, désinfection, pansements, prise de température, aide à l’administration de médicaments. Préparer le matériel médical et les salles d’examen ou d’opération. 3. Hygiène et entretien Assurer le nettoyage et la désinfection des locaux, cages, instruments et équipements. Veiller au bien-être et au confort des animaux hospitalisés (eau, nourriture, surveillance). 4. Gestion du matériel et des stocks Suivre les stocks de médicaments, consommables et aliments. Réceptionner et ranger les commandes. 5. Prévention et conseil Informer les propriétaires sur les soins de base, l’alimentation, la vaccination et les traitements préventifs. Conseiller sur les produits vendus en clinique (aliments, accessoires, antiparasitaires). 6. Support en imagerie et analyses Participer à la préparation des animaux pour les radios, échographies ou analyses. Manipuler certains équipements sous supervision du vétérinaire. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tna8093e61c41d86a6cd426f324bec7ac1
TECHNICO-COMMERCIAL,HEXA MAT,Tunis,CDD,Temps-plein,Il y a 5 heures,"Société : HEXA MAT Secteur : Aciers spéciaux, plastiques techniques, alliages aluminium et fournitures industrielles HEXA MAT, distributeur dans le domaine des aciers spéciaux et matériaux techniques, cherche à renforcer son équipe commerciale par le recrutement d’un Technico-Commercial Homme de Terrain, dynamique, rigoureux et orienté résultats. Missions principales · Développer et fidéliser un portefeuille clients (industrie, mécanique, maintenance, métallurgie…). · Prospecter sur le terrain : visites clients, identification de nouveaux besoins, prise de commandes. · Conseiller techniquement les clients (aciers spéciaux, plastiques techniques, aluminium, traitements…). · Préparer les offres commerciales et négocier les contrats. · Assurer le suivi des commandes, relances et reporting commercial. · Contribuer à la stratégie de développement de HEXA MAT. Profil recherché Homme de terrain avec un excellent relationnel, motivé par le challenge. Formation technique : mécanique, matériaux, procédés industriels ou équivalent (souhaitée). Expérience dans la vente B2B ou domaine industriel (souhaitée). Connaissances des aciers spéciaux, plastiques techniques ou aluminium (un atout). Autonomie, sens de l'organisation, persévérance et esprit commercial. Permis de conduire – déplacements fréquents. Ce que nous offrons Salaire attractif + commissions motivantes. Environnement professionnel dynamique. Formation technique continue. Possibilité d’évolution selon la performance. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnd9d76541666064944d7578340e029360
Chargé Recrutement- Ingénieur D'affaires (H/F),CDS Cometa,Tunis,CDI,Temps-plein,Il y a 5 heures,"COMETA, groupe français de conseil et d’ingénierie spécialisée dans les télécommunications, les énergies et le bâtiment. Dans le cadre de notre développement, nous sommes à la recherche de jeunes diplômés afin de rejoindre notre équipe en tant que chargé de recrutement H/F pour le marché Tunisien et Français. Notre entreprise est déterminée à attirer les meilleurs talents et à offrir des opportunités de carrière enrichissantes. Missions principales : Identifier et prospecter de nouvelles opportunités sur le marché français Assurer le sourcing actif via les jobboards Recueillir et analyser les besoins Rédiger et publier les offres d’emploi Trier les CVs, organiser les entretiens et suivre les candidatures Exigences de l'emploi De formation RH, niveau Bac+3. Maîtrise du français à l’oral comme à l’écrit. Vous êtes à l’aise sur les réseaux sociaux. Vous possédez un excellent relationnel. Votre esprit d’équipe et votre capacité à travailler en mode ‘collaboratif’ vous permettra de vous intégrer au sein de notre société. Date d'expiration 14/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tna5532d15e2b08b766a13cd985037234f
comptable expérimenté,cabinet haikel slama,Tunis,CDI,Temps-plein,Il y a 5 heures,"cabinet haikel slama à Sousse, cherche 2 comptables expérimentés avec au moins 3 ans d'ancienneté dans un cabinet d'expertise comptable ou une société dans le poste de comptable Exigences de l'emploi 3 ans d'expérience Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn448504e801f2cab0ca16763d2042aec7
Social Media Manager,the pelvic lab,Tunis,CDD,Temps-plein,Il y a 5 heures,"The Pelvic Lab est un espace dédié à la santé féminine, spécialisé dans l’éducation, l’accompagnement et la sensibilisation autour du bien-être pelvien. Il s’agit d’une filiale de la société 100Percent Fit Studio de Coach Wala, basée aux Émirats arabes unis (UAE) ,qui existe depuis plus de 7 ans dans le domaine du coaching, du bien-être et de l’accompagnement des femmes. Nous offrons des programmes d’exercices, des ressources pédagogiques et un accompagnement professionnel pour aider les femmes à mieux comprendre et prendre soin de leur santé intime. Nous recherchons une Social Media Manager créative, motivée et passionnée par la communication digitale pour rejoindre notre équipe. Vous serez responsable de la gestion complète de notre présence sur les réseaux sociaux afin de renforcer notre notoriété, engager notre communauté et promouvoir nos programmes. Missions principales Développer, planifier et publier du contenu engageant sur nos réseaux sociaux. Créer des visuels, vidéos et stories adaptés à notre image de marque. Élaborer une stratégie éditoriale alignée avec nos objectifs. Suivre la performance des publications et établir des rapports (KPIs). Collaborer avec l’équipe interne pour mettre en avant nos programmes, services et événements. Assurer une veille sur les tendances digitales et sur la santé féminine. Exigences de l'emploi Profil recherché Expérience préalable en gestion des réseaux sociaux (minimum 1–2 ans). Excellentes compétences en création de contenu (photo, vidéo, storytelling). Bonne maîtrise d’Instagram, Facebook, TikTok, YouTube et outils de planification. Organisation, créativité, autonomie et sens du détail. Très bonne capacité rédactionnelle en arabe . Être ponctuelle et sérieuse constitue un atout important. Nous offrons Un environnement de travail stimulant, bienveillant et axé sur la mission Des formations internes. Une collaboration avec une équipe innovante dans un secteur en pleine expansion. Possibilité d’évolution selon les performances. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn39ff323ff515f5bd9f673757ac53cabd
Contrôleur de gestion,Teboulba tunisian Fish,"Téboulba, Monastir",CDI,Temps-plein,Il y a 5 heures,"Le Groupe Méditerranée Aquaculture sise à Teboulba cherche à recruter dans l'immédiat un (e) controleur de gestion ayant une expérience justifiée de 03 ans minimum dans un cabinet comptable ou sciété industrielle Exigences de l'emploi le contrôleur de gestion joue un rôle clé dans la gestion du : - BFR (Besoin en Fonds de Roulement) - Cash - Budget 1/ BFR (Besoin en Fonds de Roulement) - Suivi et optimisation du BFR : Le contrôleur de gestion analyse la capacité de l'entreprise à financer son cycle d'exploitation (stocks, créances clients, dettes fournisseurs) et veille à ce que le BFR soit maîtrisé. - Anticipation des besoins : Il anticipe les variations du BFR en fonction des prévisions d'activité et de la saisonnalité, afin de s'assurer que l'entreprise dispose de liquidités suffisantes pour financer ses opérations courantes. 2/ Cash: - Prévision et gestion de la trésorerie : Le contrôleur de gestion prépare des prévisions de trésorerie, en prenant en compte les encaissements et les décaissements futurs. Il veille à la bonne gestion du cash disponible pour que l'entreprise soit toujours en mesure de faire face à ses obligations financières. - Analyse des flux de trésorerie : Il suit et analyse les flux de trésorerie pour identifier les zones de tension et proposer des solutions, telles que l’optimisation du recouvrement ou la gestion des investissements. 3/ Budget : - Élaboration et suivi du budget: Le contrôleur de gestion joue un rôle central dans l'élaboration des budgets prévisionnels, en concertation avec les différents départements. Il ajuste les prévisions financières en fonction des objectifs stratégiques et des priorités de l'entreprise. - Contrôle des écarts : Après la mise en œuvre du budget, il surveille les écarts entre les résultats réels et les prévisions, en analysant les causes des écarts et en proposant des actions correctives si nécessaire. En résumé, le contrôleur de gestion intervient dans le BFR, le cash et le budget pour s'assurer que l'entreprise dispose de suffisamment de ressources financières pour fonctionner efficacement, tout en optimisant l'utilisation de son capital et en maîtrisant les risques financiers. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn81be6189eabe2ce17f90a8c86b41a245
Commis de cuisine,Taoufik Hospital Group,Tunis,CDI,Temps-plein,Il y a 6 heures,"La Clinique Hannibal souhaite recruter des Commis de Cuisine, diplômés en Cuisine ou en Hôtellerie et Restauration, pour accompagner l’équipe dans la préparation et la mise en place des repas destinés aux patients et au personnel. Missions principales : Assurer la mise en place du service en cuisine. Réaliser les préparations culinaires de base Réaliser les préparations préalables et la confection de mets simples. Dresser les plats selon les consignes du Chef de Cuisine. Appliquer rigoureusement les directives données par ses supérieurs hiérarchiques. Respecter et appliquer les règles d’hygiène et de sécurité alimentaire en vigueur. Exigences de l'emploi Formation académique : Diplôme BTP ou BTS en Cuisine ou en hôtellerie et restauration option cuisine ou formation équivalente. Savoir-faire : Maîtrise des règles d’hygiène et de sécurité alimentaire. Savoir-être : Rigueur, organisation et sens du professionnalisme. Rapidité d’exécution et efficacité. Résistance au stress et capacité d’adaptation. Sens du détail et de l’observation. Esprit d’équipe développé. Disponibilité et ponctualité. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn794e5ccf554841ec75a851fb3295d6f2
Dessinateur Industriel,Annonyme,"Mateur, Bizerte",CDI,Temps-plein,Il y a 6 heures,"Dessinateur industriel qui travaillera sous la responsabilité de notre responsable methode. Exigences de l'emploi Implication,concentration,maitrise de logiciel comme solidworks par exemple,savoir lire un plan Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnbf817af8d87c61376d1d407f1457e19c
Contrôleur magasin,SOTEV,Sousse,CDI,Temps-plein,Il y a 6 heures,Contrôler et saisi des entrées et sorties de marchandises et emballages Vérification conformité factures avec le chargement des camions Contrôler et saisir les retours produits finis Signaler des anomalies valider par cachet et signature après contrôle Exigences de l'emploi Niveau bac Saisi en Français Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn18d2f415df461c570b38b1f0155cd712
Responsable informatique,ALHIKMA FOR HR,Monastir,CDI,Temps-plein,Il y a 6 heures,"Superviser l'installation, l'acquisition, la maintenance et la mise à jour du parc informatique (matériel et logiciels). Gérer l'inventaire du matériel et des licences logicielles. Garantir la sécurité des systèmes d'information et des réseaux. Assurer un support technique et une assistance aux utilisateurs. Organiser des formations aux logiciels et applications métiers Exigences de l'emploi Formation : Un diplôme de niveau Bac+5 (Master 2, École d'ingénieurs, ) en informatique ou systèmes d'information est souvent requis. Expérience : Ce poste est accessible aux diplômés requiert plusieurs années d'expérience dans le domaine informatique, souvent 3 ans ou plus, Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tna25e2e9c399c633a094c927626a065dc
Vendeur / Préparateur de Jus,BARIOLO,Tunis,CDI,Temps-plein,Il y a 6 heures,"BARIOLO, la référence du jus frais en Tunisie, cherche à recruter des vendeurs / préparateurs de jus, passionnés et dynamiques, pour renforcer ses équipes sur les points de vente suivants: TUNISIA MALL (Lac 2) MANAR CITY (Manar) AZUR CITY (Mornag) MISSIONS: La préparation et la vente des jus frais, L’accueil et le service des clients, Le respect de la bonne pratique d'hygiène. Exigences de l'emploi Une expérience significative dans un poste similaire, Une personne appréciant le service à la personne, l’autonomie et le travail d’équipe Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn872c7f9038d983aa7be525bfc957cfaa
Technicien Contrôle Qualité Textile,HADS,Zaghouan,CDI,Temps-plein,Il y a 6 heures,"- Bonne connaissance des opérations de couture et d'assemblage. - Détection et signalement des défauts couture incorrecte, déviations de mesures, défauts matière, assemblage non conforme... - Capacité à reconnaître rapidement les défauts de fabrication. - Rigueur, précision et esprit d'analyse. - Bonne communication et sens de la coordination avec la production. - Utilisation des fiches techniques, tableaux de mesure et documents qualité. - Veiller au respect des procédures internes et des standards clients. - Suivi des non-conformités et proposition d'actions correctives. - Remplir les rapports qualité, fiches de controle et tableaux de suivi. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn760fcde936167c306103518b91c12711
ASSISTANTE DE DIRECTION,SOCIETE ELEBDAA,"Mégrine, Ben Arous",CDD,Temps-plein,Il y a 6 heures,Société de promotion immobilière recrute une assistante de direction (F). Lieu de travail Mégrine saint gobain. Envoyer CV Date d'expiration 24/12/2025 Postuler maintenant Tanitjobs,https://www.optioncarriere.tn/jobad/tn348fc7914500019b020c54265039bc1c
Responsable Test - Industrie Électronique,WeHR,Tunis,CDI,Temps-plein,Il y a 6 heures,"Une entreprise industrielle de référence recherche un Responsable Test chargé de garantir la disponibilité, l’évolution et la performance des moyens de test, en cohérence avec la stratégie et les prévisions budgétaires du site. Missions principales : Assurer la disponibilité des moyens de test : maintenance curative, support technique à la production. Piloter les projets test usine : veille technologique, actions de productivité, amélioration de la fiabilité et de la couverture de test. Gérer la cotation des nouvelles solutions et des évolutions de test. Encadrer et animer une équipe technique : objectifs, organisation, montée en compétences. Piloter l’activité : suivi des KPIs, mise à jour des indicateurs, optimisation du système documentaire et du support. Exigences de l'emploi Diplôme d’ingénieur en électrique/électronique ou équivalent. 10 ans d’expérience en test ou automatisation, dont 5 ans en management. Maîtrise des techniques de test (software & hardware), électronique analogique et numérique, GMAO, process cartes électroniques, outils bureautiques et mécanique de précision. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn0df09b12fcabd12c0ce4547a41f2cc14
Agent Commercial,DELTA CUISINE DISTRIBUTION,Sfax,CDI,Temps-plein,Il y a 6 heures,Agent commercial: Contact avec les clients Préparation des devis Lancement et suivi des commandes Gestion de stock Traitement des réclamations client Exigences de l'emploi Licence en architecture d'intérieur ou équivalent Expérience dans le domaine des meubles de cuisines Présentable Bon communicateur Habite la région de Sfax Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn36a07d107572a5e5ec3116c94edb65a7
Technico-Commercial Génie Civil - Sfax,Limea,Sfax,CDI,Temps-plein,Il y a 6 heures,"LIMEA recrute pour son client – Technico-Commercial Génie Civil – Sfax Missions : Prospecter et développer un portefeuille BtoB dans le secteur du bâtiment. Identifier les besoins des clients et proposer des solutions adaptées. Négocier et conclure les ventes. Assurer le suivi commercial et le support après-vente. Réaliser le reporting commercial et contribuer à l’amélioration de l’expérience client. Exigences de l'emploi Formation : technicien ou niveau supérieur. Expérience : 5 ans minimum dans le commerce des matériaux de construction / BTP. Maîtrise des techniques de vente, du marché bâtiment, et d’un CRM. Qualités : communication, écoute, gestion des imprévus, sens commercial, travail en équipe. Mobilité requise : déplacements fréquents (Sfax). Date d'expiration 21/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn638b97c46f4477f021390a0679671411
Technicien Supérieur en Chimie,VTL Group,Tunis,CDI,Temps-plein,Il y a 6 heures,Société totalement Exportatrice en Habillement cherche : (2) Technicien Supérieur en Chimie -Réaliser des analyses. -Veiller au bon fonctionnement des appareils dont il est responsable. -Se tenir informé sur l’évolution des techniques et des appareillages de laboratoire. -Manier des instruments d’analyse (matériel et équipement de laboratoire). -Rédiger des rapports et des fiches techniques. Exigences de l'emploi -Solides connaissances en chimie -Niveau Bac+3 en chimie ou equivalent Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn5ed0d706dc4829f4d8b6b54ce0daafb3
Représentant Commercial: Vente en Gros de Lunettes Optiques & Solaires,Blue optical distribution,Tunis,CDI,Temps-plein,Il y a 6 heures,"Nous recherchons un commercial B2B motivé et dynamique pour développer notre réseau d’opticiens et promouvoir nos collections de lunettes optiques et solaires. Missions : Prospecter et développer un portefeuille d’opticiens. Présenter les collections, conseiller et négocier. Assurer un suivi régulier et fidéliser les clients. Atteindre les objectifs de vente. Profil : Vous êtes motivé, persévérant et orienté résultats. Vous avez un excellent sens du relationnel et de la communication. Une expérience dans la vente B2B, idéalement dans l’optique, est un réel avantage, mais la motivation et l’envie de réussir restent les plus importantes. Vous aimez le terrain, le contact humain et les défis commerciaux. Nous offrons : Rémunération attractive (fixe + commissions). Produits modernes et faciles à promouvoir. Environnement dynamique et évolutif. Exigences de l'emploi Permis de conduire Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tneb87f099b88a827caf34b4516ae415e3
responsable achat et logistique,GESCO& GSC,Tunis,CDI,Temps-plein,Il y a 7 heures,"Missions principales En tant que Responsable Achats, vous aurez pour rôle de définir et mettre en œuvre la stratégie d’achats de l’entreprise afin d’optimiser les coûts, les délais et la qualité. Vos principales responsabilités : Définir et piloter la stratégie achats. Identifier, évaluer et sélectionner les fournisseurs. Lancer les appels d’offres et mener les négociations. Rédiger et suivre les contrats d’achats. Superviser les commandes stratégiques et veiller à la conformité des livraisons. Mettre en place des indicateurs de performance (KPI) et assurer le reporting à la direction. Suivre les tendances du marché et anticiper les besoins. Assurer le respect des procédures achats et optimiser les process. Encadrer l’équipe achats Exigences de l'emploi Bac+3 à Bac+5 en achats, logistique, commerce ou équivalent. Expérience exigée dans un poste similaire. Maîtrise des techniques de négociation et gestion de contrats. Connaissance de SAGE et excellente maîtrise d’Excel. Compétences clés Forte capacité d’analyse et de négociation. Esprit stratégique et orientation résultats. Organisation, rigueur et autonomie. Bon relationnel, diplomatie et esprit collaboratif. Leadership et capacité à gérer une équipe (selon le poste). Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tnc388929ed05b4aecec6021444f6d9cc8
Télévendeur(H/F) FRANCOPHONE,Sphere tech DIGISERVIVES,Tunis,CDI,Temps-plein,Il y a 7 heures,Nous recrutons des télévendeurs motivés et dynamiques ! Ce que nous offrons : -Salaire fixe attractif de 1350 DT -Commissions motivantes sans plafond FRANCOPHONE-Horaires stables dans un environnement convivial Exigences de l'emploi -Excellentes compétences en communication -Esprit commercial et goût du challenge -Maîtrise du français Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tnd836bc40b80467dfdac0149865c5a522
Technico-Commercial Génie Civil,Limea,Tunis,CDI,Temps-plein,Il y a 7 heures,"LIMEA recrute pour son client – Technico-Commercial Génie Civil – Tunis / Grand Tunis Missions : Prospecter et développer un portefeuille BtoB dans le secteur du bâtiment. Identifier les besoins des clients et proposer des solutions adaptées. Négocier et conclure les ventes. Assurer le suivi commercial et le support après-vente. Réaliser le reporting commercial et contribuer à l’amélioration de l’expérience client. Exigences de l'emploi Formation : technicien ou niveau supérieur. Expérience : 5 ans minimum dans le commerce des matériaux de construction / BTP. Maîtrise des techniques de vente, du marché bâtiment, et d’un CRM. Qualités : communication, écoute, gestion des imprévus, sens commercial, travail en équipe. Date d'expiration 21/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn47f61c429241cf6af2e44ec088b81746
STAGE PFE,Mosofty,Tunis,Stage,Temps-plein,Il y a 7 heures,Notre société Mosofty recrute des stagiaires PFE dans plusieurs domaines : Intelligence Artificielle Développement Java / Angular DevOps Ingénierie d’affaires Mobile ux-ui Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn266a81374d95df71bce175e486227061
Chauffeur poids lourd,Alliance Services Environnement,Tunis,CDI,Temps-plein,Il y a 7 heures,Société spécialisée dans l'enlèvement et la gestion des déchets industrielss cherche un chauffeur poids lourd expérimenté et rigoureux pour renforcer ses équipes. ( camion polybenne ampliroll) Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn8005e31c65e7706e310920b59e58287f
Expertise judiciaire,Integral Audit & Conseil,Ariana,CDD,Temps-plein,Il y a 7 heures,"Nous sommes une société d’expertise comptable située à Ennasr 2 et nous recrutons un(e) candidat(e) dans le domaine de l’expertise judiciaire. Exigences de l'emploi Le(a) candidat(e) doit obligatoirement : Justifier d’une expérience minimale de deux (2) ans dans le domaine de l’expertise judiciaire, Être titulaire d’un diplôme en comptabilité (Licence ou Master), Faire preuve de sérieux, de rigueur et d’un sens élevé des responsabilités. Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn94eeaccd0a9be09eb4cd8a1ffb0a5e41
Responsable sport / Dj /commis de restaurant / chef personnel,hotel Residence Ain Meriem,Bizerte,CDI,Temps-partiel,Il y a 7 heures,Pour les besoins de notre hôtel nous recrutons: Un Responsable sport : diplômé d'un école de sport ou de l'institut d'éducation physique ( terrains de padel-terrains de tennis et salle de fitness) Un Dj technicien: Assurer l'animation musicale du lounge bar et de l'hôtel Un chef de personnel/RH Des commis de restaurant Exigences de l'emploi *Diplômé ou ayant une expérience . *Sérieux et disponible *Ayant un bon sens de communication . Date d'expiration 24/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn3433618ff23484a922c021beebc27489
MARKETING DIGITAL,kaizen,Tunis,CDI,Temps-plein,Il y a 7 heures,"PME RECRUTE DE SUITE/ Gestion et animation des réseaux sociaux Création de contenu visuel Mise en place et suivi de campagnes publicitaires en ligne (Meta Ads, Google Ads...) SEO / SEA – amélioration de la visibilité digitale Développement commercial & prospection digitale (génération de leads) Analyse des performances marketing et reporting Contribution à l’image de marque de l’entreprise * Suivi commercial et assistance Exigences de l'emploi Diplôme en Marketing Digital, Communication ou Design Expérience souhaitée dans un poste similaire Maîtrise des outils graphiques et réseaux sociaux Créativité, autonomie et sens de l’initiative Date d'expiration 24/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn28ffc4d8545c76e401e1cbcb313f58b7
